post_id,platform,post_type,post_time,caption,hashtags,likes,comments,shares,caption_length,num_hashtags,post_hour,post_day,sentiment_score
899,Facebook,image,2023-12-17 14:30,"New post, check it out!","#Friends, #Family, #Social",3237,306,897,23,3,14,Sunday,neutral
900,Instagram,carousel,2023-09-13 15:45,Disappointed but moving on.,#Beauty,2703,168,750,27,1,15,Wednesday,negative
901,Twitter,carousel,2023-06-28 05:15,Not my best day. 😞,#Sports,1216,129,495,18,1,5,Wednesday,negative
902,Twitter,text,2023-11-08 13:45,Loving this new vibe! 😍,"#Sports, #News",98,137,430,23,2,13,Wednesday,positive
903,Facebook,carousel,2023-05-18 07:30,"New post, check it out!","#Family, #Social, #Events",2343,408,55,23,3,7,Thursday,neutral
904,Twitter,image,2023-07-21 22:45,"New post, check it out!","#Memes, #Tech",2680,119,157,23,2,22,Friday,neutral
905,Facebook,text,2023-09-30 10:45,What do you think?,"#Community, #Friends, #Marketing",526,245,906,18,3,10,Saturday,neutral
906,Twitter,carousel,2023-07-20 10:15,Exciting news! 🚀,"#Entertainment, #Memes",775,143,264,16,2,10,Thursday,positive
907,Facebook,carousel,2023-07-07 07:00,Exciting news! 🚀,"#Friends, #Events",1029,447,621,16,2,7,Friday,positive
908,Instagram,video,2023-10-03 01:30,Just another day.,"#InstaDaily, #Tech",322,90,590,17,2,1,Tuesday,neutral
909,Facebook,carousel,2023-10-09 19:15,Disappointed but moving on.,"#Social, #Community",1610,75,609,27,2,19,Monday,negative
910,Twitter,poll,2023-02-09 21:45,Just another day.,#Politics,1665,130,335,17,1,21,Thursday,neutral
911,Twitter,text,2023-02-23 01:00,Just another day.,#Tech,1423,166,380,17,1,1,Thursday,neutral
912,Instagram,carousel,2023-09-08 16:30,Disappointed but moving on.,"#Photography, #Foodie",2543,74,547,27,2,16,Friday,negative
913,Facebook,text,2023-01-19 16:30,Disappointed but moving on.,"#Social, #Community, #Events",2835,243,708,27,3,16,Thursday,negative
914,Facebook,text,2023-06-07 11:45,"New post, check it out!","#Marketing, #Family",2957,225,29,23,2,11,Wednesday,neutral
915,Instagram,carousel,2023-03-14 02:30,What do you think?,"#InstaDaily, #Fitness, #Photography",4752,483,729,18,3,2,Tuesday,neutral
916,Instagram,carousel,2023-02-11 16:00,Loving this new vibe! 😍,"#Foodie, #Fashion, #Tech",2631,93,832,23,3,16,Saturday,positive
917,Facebook,text,2023-08-10 13:45,Could be better.,#Events,679,386,704,16,1,13,Thursday,negative
918,Facebook,image,2023-02-15 11:30,Disappointed but moving on.,"#Events, #Community",3495,65,438,27,2,11,Wednesday,negative
919,Instagram,image,2023-08-04 21:30,Could be better.,"#Photography, #Travel, #Beauty",2954,176,257,16,3,21,Friday,negative
920,Twitter,poll,2023-10-08 16:00,Could be better.,"#Memes, #Politics, #Entertainment",1921,248,406,16,3,16,Sunday,negative
921,Facebook,video,2023-03-10 00:00,Just another day.,"#Community, #Friends",1540,353,446,17,2,0,Friday,neutral
922,Facebook,image,2023-09-19 14:45,Not my best day. 😞,"#Social, #Community",2059,75,360,18,2,14,Tuesday,negative
923,Instagram,video,2023-09-02 09:45,Disappointed but moving on.,"#Photography, #Fitness",2215,130,748,27,2,9,Saturday,negative
924,Instagram,text,2023-08-29 15:45,Just another day.,"#Beauty, #Fitness, #InstaDaily",3042,62,722,17,3,15,Tuesday,neutral
925,Instagram,carousel,2023-01-05 16:30,Disappointed but moving on.,"#Fashion, #Fitness, #Beauty",3554,353,614,27,3,16,Thursday,negative
926,Instagram,poll,2023-04-15 01:15,Could be better.,"#InstaDaily, #Photography, #Fashion",4544,484,405,16,3,1,Saturday,negative
927,Facebook,video,2023-11-01 10:00,Could be better.,"#Events, #Marketing",4797,500,232,16,2,10,Wednesday,negative
928,Twitter,text,2023-12-11 14:45,"New post, check it out!","#Trending, #Sports",1945,143,337,23,2,14,Monday,neutral
929,Instagram,poll,2023-11-10 14:00,Disappointed but moving on.,#InstaDaily,4380,117,247,27,1,14,Friday,negative
930,Instagram,poll,2023-03-23 04:15,Loving this new vibe! 😍,#Beauty,3992,297,851,23,1,4,Thursday,positive
931,Instagram,poll,2023-07-23 02:45,Not my best day. 😞,#Fitness,5000,362,688,18,1,2,Sunday,negative
932,Facebook,carousel,2023-11-19 03:30,Not my best day. 😞,"#Social, #Events",913,445,279,18,2,3,Sunday,negative
933,Facebook,poll,2023-07-18 15:00,Loving this new vibe! 😍,"#Marketing, #Friends, #Events",2488,161,239,23,3,15,Tuesday,positive
934,Twitter,video,2023-01-18 00:45,Just another day.,"#Memes, #Tech, #Entertainment",1725,42,99,17,3,0,Wednesday,neutral
935,Facebook,image,2023-01-04 07:15,Just another day.,"#Family, #Community, #Social",3769,135,722,17,3,7,Wednesday,neutral
936,Twitter,image,2023-01-30 18:45,Loving this new vibe! 😍,"#Entertainment, #Politics, #Sports",664,176,431,23,3,18,Monday,positive
937,Facebook,text,2023-02-25 21:45,"New post, check it out!","#Social, #Friends",2292,32,195,23,2,21,Saturday,neutral
938,Twitter,poll,2023-01-29 02:30,Here's a quick update.,"#Sports, #Memes, #Trending",2460,53,480,22,3,2,Sunday,neutral
939,Twitter,carousel,2023-01-07 19:45,Exciting news! 🚀,#Entertainment,624,73,200,16,1,19,Saturday,positive
940,Instagram,text,2023-04-08 04:30,Exciting news! 🚀,"#Tech, #Photography",386,258,537,16,2,4,Saturday,positive
941,Instagram,poll,2023-11-15 01:00,Loving this new vibe! 😍,"#Fitness, #Travel, #Fashion",1907,63,149,23,3,1,Wednesday,positive
942,Twitter,poll,2023-03-19 06:00,Best day ever! 🎉,"#Trending, #Politics, #Entertainment",513,83,380,16,3,6,Sunday,positive
943,Facebook,carousel,2023-09-27 13:30,Amazing experience! 🌟,#Marketing,2417,311,667,21,1,13,Wednesday,positive
944,Facebook,carousel,2023-12-05 17:00,Exciting news! 🚀,#Friends,4933,216,70,16,1,17,Tuesday,positive
945,Twitter,carousel,2023-04-10 18:30,Feeling down today.,"#Tech, #Entertainment",2050,215,336,19,2,18,Monday,negative
946,Twitter,poll,2023-05-16 04:15,What do you think?,"#Sports, #Entertainment",1564,98,325,18,2,4,Tuesday,neutral
947,Instagram,text,2023-04-05 19:45,What do you think?,#InstaDaily,2755,46,537,18,1,19,Wednesday,neutral
948,Facebook,video,2023-10-25 20:15,What do you think?,"#Social, #Community, #Family",3412,104,946,18,3,20,Wednesday,neutral
949,Facebook,carousel,2023-11-07 16:00,Here's a quick update.,"#Family, #Marketing",3563,452,930,22,2,16,Tuesday,neutral
950,Instagram,text,2023-05-12 00:45,What do you think?,"#Tech, #Fashion",482,164,336,18,2,0,Friday,neutral
951,Twitter,carousel,2023-04-20 09:00,Feeling down today.,"#Politics, #News, #Tech",1745,73,147,19,3,9,Thursday,negative
952,Twitter,poll,2023-10-09 19:15,What do you think?,#Tech,1279,121,7,18,1,19,Monday,neutral
953,Instagram,image,2023-01-04 02:15,Exciting news! 🚀,"#Beauty, #Photography, #InstaDaily",3480,81,154,16,3,2,Wednesday,positive
954,Instagram,text,2023-05-12 05:15,Amazing experience! 🌟,#Travel,1920,58,702,21,1,5,Friday,positive
955,Instagram,video,2023-12-10 06:00,Just another day.,"#Foodie, #Travel",579,48,54,17,2,6,Sunday,neutral
956,Twitter,poll,2023-05-12 22:15,Not my best day. 😞,"#Tech, #Memes, #Politics",2445,95,272,18,3,22,Friday,negative
957,Facebook,text,2023-01-26 18:00,Not my best day. 😞,"#Social, #Marketing",2688,317,723,18,2,18,Thursday,negative
958,Instagram,image,2023-11-14 00:00,Best day ever! 🎉,#Beauty,3699,201,922,16,1,0,Tuesday,positive
959,Twitter,poll,2023-08-05 11:15,"New post, check it out!",#Sports,3453,80,15,23,1,11,Saturday,neutral
960,Instagram,text,2023-12-10 16:30,Loving this new vibe! 😍,"#InstaDaily, #Beauty, #Photography",3885,137,88,23,3,16,Sunday,positive
961,Twitter,image,2023-09-05 16:30,Just another day.,"#Politics, #Tech",2427,97,29,17,2,16,Tuesday,neutral
962,Instagram,video,2023-02-03 12:15,Not my best day. 😞,"#Fitness, #Travel, #Beauty",5000,366,34,18,3,12,Friday,negative
963,Instagram,video,2023-08-14 19:30,Just another day.,"#Fashion, #Photography, #Travel",4475,336,551,17,3,19,Monday,neutral
964,Instagram,image,2023-11-22 16:00,Just another day.,"#Fashion, #Tech",1886,214,82,17,2,16,Wednesday,neutral
965,Twitter,text,2023-11-01 14:30,Amazing experience! 🌟,"#Tech, #News",1519,28,431,21,2,14,Wednesday,positive
966,Facebook,video,2023-01-18 13:15,Could be better.,"#Community, #Friends",1340,263,379,16,2,13,Wednesday,negative
967,Twitter,carousel,2023-10-19 04:00,Just another day.,#Sports,1741,199,211,17,1,4,Thursday,neutral
968,Instagram,text,2023-05-20 00:30,Just another day.,"#Tech, #Fashion",1861,286,571,17,2,0,Saturday,neutral
969,Facebook,text,2023-12-24 18:30,Loving this new vibe! 😍,"#Friends, #Social, #Family",4063,229,349,23,3,18,Sunday,positive
970,Facebook,poll,2023-03-14 19:00,Not my best day. 😞,#Social,1807,445,956,18,1,19,Tuesday,negative
971,Twitter,poll,2023-05-06 13:30,Here's a quick update.,"#News, #Trending",170,106,251,22,2,13,Saturday,neutral
972,Instagram,carousel,2023-06-04 06:15,Feeling down today.,#Fashion,214,233,651,19,1,6,Sunday,negative
973,Instagram,text,2023-11-26 19:00,Best day ever! 🎉,#Fitness,180,156,427,16,1,19,Sunday,positive
974,Facebook,video,2023-12-14 01:15,Just another day.,"#Family, #Marketing, #Community",2895,180,875,17,3,1,Thursday,neutral
975,Facebook,image,2023-06-13 00:45,Exciting news! 🚀,"#Social, #Community",3874,109,908,16,2,0,Tuesday,positive
976,Facebook,carousel,2023-02-03 16:15,Best day ever! 🎉,"#Family, #Friends",3896,67,100,16,2,16,Friday,positive
977,Twitter,poll,2023-03-16 06:30,What do you think?,"#Memes, #Politics",866,182,76,18,2,6,Thursday,neutral
978,Twitter,carousel,2023-10-30 10:00,Amazing experience! 🌟,#Trending,1315,185,459,21,1,10,Monday,positive
979,Facebook,text,2023-08-04 02:45,"New post, check it out!",#Events,169,200,609,23,1,2,Friday,neutral
980,Instagram,video,2023-08-22 13:45,Not my best day. 😞,#Beauty,5000,286,369,18,1,13,Tuesday,negative
981,Facebook,image,2023-05-12 14:45,Disappointed but moving on.,"#Family, #Social",260,333,763,27,2,14,Friday,negative
982,Facebook,image,2023-07-24 01:15,Exciting news! 🚀,#Marketing,2746,314,641,16,1,1,Monday,positive
983,Twitter,text,2023-07-17 15:00,Just another day.,"#News, #Sports",910,42,372,17,2,15,Monday,neutral
984,Facebook,video,2023-06-20 08:15,Loving this new vibe! 😍,#Social,4823,156,881,23,1,8,Tuesday,positive
985,Twitter,text,2023-11-29 16:15,Feeling down today.,#Entertainment,1017,102,435,19,1,16,Wednesday,negative
986,Instagram,poll,2023-04-05 23:15,Could be better.,"#Photography, #Tech, #Travel",1930,306,52,16,3,23,Wednesday,negative
987,Instagram,poll,2023-06-13 06:00,Here's a quick update.,"#Fashion, #Tech",4769,129,247,22,2,6,Tuesday,neutral
988,Facebook,poll,2023-12-07 22:45,Just another day.,#Family,3789,32,446,17,1,22,Thursday,neutral
989,Twitter,text,2023-04-19 01:00,What do you think?,"#Entertainment, #Trending",1036,64,307,18,2,1,Wednesday,neutral
990,Instagram,text,2023-06-24 00:30,"New post, check it out!","#Tech, #Foodie",1754,411,996,23,2,0,Saturday,neutral
991,Twitter,carousel,2023-10-30 05:45,Disappointed but moving on.,"#Memes, #Tech",2857,73,219,27,2,5,Monday,negative
992,Twitter,image,2023-08-24 07:00,Feeling down today.,#Tech,103,125,289,19,1,7,Thursday,negative
993,Facebook,poll,2023-09-29 16:45,Not my best day. 😞,"#Friends, #Marketing",2899,464,271,18,2,16,Friday,negative
994,Instagram,text,2023-09-28 03:45,Loving this new vibe! 😍,#Foodie,1696,388,925,23,1,3,Thursday,positive
995,Facebook,carousel,2023-11-11 17:15,Just another day.,"#Friends, #Family",1592,500,223,17,2,17,Saturday,neutral
996,Instagram,video,2023-04-25 07:15,Not my best day. 😞,"#Beauty, #Travel, #Tech",5000,338,420,18,3,7,Tuesday,negative
997,Twitter,image,2023-09-09 07:30,Could be better.,"#Tech, #Sports, #Entertainment",880,90,45,16,3,7,Saturday,negative
998,Instagram,video,2023-08-18 23:15,Feeling down today.,#Photography,5000,263,274,19,1,23,Friday,negative
999,Facebook,text,2023-10-05 00:15,Best day ever! 🎉,#Friends,1075,46,21,16,1,0,Thursday,positive
1000,Twitter,poll,2023-09-11 21:15,Here's a quick update.,"#Trending, #Sports",485,195,173,22,2,21,Monday,neutral
